Time,Open,High,Low,Latest,Change,%Change,Volume
3/17/00,91.3685,93.9615,91.3177,93.75,1.747,1.90%,74284225
3/20/00,93.9065,94.3295,89.888,91.1062,-2.6438,-2.82%,25020206
3/21/00,89.778,94.7018,87.6122,94.541,3.4348,3.77%,39521186
3/22/00,96.0215,98.1111,94.008,96.4445,1.9035,2.01%,28806233
3/23/00,96.8506,99.617,96.0723,98.1365,1.692,1.75%,22727308
3/24/00,99.3886,101.9436,97.3074,99.4563,1.3198,1.34%,26079054
3/27/00,99.8285,101.0975,99.0841,99.617,0.1607,0.16%,13891893
3/28/00,98.9656,99.6678,95.7,97.079,-2.538,-2.55%,21674000
3/29/00,97.6035,97.6628,93.0605,93.0605,-4.0185,-4.14%,32138715
3/30/00,90.734,95.387,87.5615,90.734,-2.3265,-2.50%,50033646
3/31/00,91.4869,93.585,87.9845,92.6375,1.9035,2.10%,37056420
4/3/00,91.1739,92.316,85.235,87.0877,-5.5498,-5.99%,37294485
4/4/00,87.663,87.9337,74.7107,86.2417,-0.846,-0.97%,78265542
4/5/00,82.4854,87.9337,81.4279,84.702,-1.5397,-1.79%,44481426
4/6/00,86.6055,87.8745,84.389,86.7155,2.0135,2.38%,36051683
4/7/00,88.086,90.8355,86.817,90.201,3.4855,4.02%,24403534
4/10/00,91.047,91.1062,83.966,84.702,-5.499,-6.10%,31900765
4/11/00,82.164,85.8695,80.4212,82.6969,-2.0051,-2.37%,40776518
4/12/00,82.587,83.5429,76.3519,77.8324,-4.8645,-5.88%,41163383
4/13/00,78.5177,81.2164,74.4484,74.4484,-3.384,-4.35%,54763887
4/14/00,72.8072,74.8714,65.9884,67.9934,-6.455,-8.67%,71927854
4/17/00,66.0053,76.1404,65.9884,75.8189,7.8255,11.51%,65482534
4/18/00,75.7005,78.6784,73.9154,77.8324,2.0135,2.66%,42861365
4/19/00,78.2554,79.203,75.3452,75.4551,-2.3773,-3.05%,33194285
4/20/00,76.4534,76.961,72.8072,73.8139,-1.6412,-2.18%,25124684
4/24/00,70.5906,72.1219,67.5704,71.6989,-2.115,-2.87%,36868472
4/25/00,73.1794,76.5634,72.7564,76.538,4.8391,6.75%,33880681
4/26/00,76.6649,78.1877,73.7039,73.9154,-2.6226,-3.43%,30364266
4/27/00,71.0644,78.2385,69.5839,77.1979,3.2825,4.44%,43747293
4/28/00,79.1522,80.1589,77.9339,80.1589,2.961,3.84%,29347846
5/1/00,81.0049,81.9525,79.7359,80.895,0.7361,0.92%,27429745
5/2/00,80.2605,80.895,75.9289,76.2419,-4.6531,-5.75%,24004491
5/3/00,75.7174,76.3519,72.3503,75.3959,-0.846,-1.11%,31429750
5/4/00,75.2944,76.7749,74.1269,75.5567,0.1608,0.21%,20981791
5/5/00,74.5499,78.0947,74.4738,77.3587,1.802,2.38%,24315693
5/8/00,76.5634,76.7749,74.2369,74.3384,-3.0203,-3.90%,16433723
5/9/00,74.8714,75.3959,71.3266,72.7564,-1.582,-2.13%,23434621
5/10/00,71.3774,71.8935,67.2574,67.4689,-5.2875,-7.27%,41190652
5/11/00,70.0069,72.1219,68.4164,71.5889,4.12,6.11%,29207530
5/12/00,72.2234,74.0762,71.0644,71.5889,0,0.00%,21077903
5/15/00,71.7496,74.9729,69.8969,74.7107,3.1218,4.36%,21218313
5/16/00,76.1404,77.4094,74.4992,76.8257,2.115,2.83%,28083526
5/17/00,75.5059,76.5634,74.2369,75.2436,-1.5821,-2.06%,24041729
5/18/00,75.2944,75.599,72.2234,72.5449,-2.6987,-3.59%,22532973
5/19/00,70.8529,71.9104,68.7886,69.1101,-3.4348,-4.73%,33307274
5/22/00,69.0509,69.5839,63.941,69.0509,-0.0592,-0.09%,51867090
5/23/00,68.8394,69.8969,62.8158,63.2896,-5.7613,-8.34%,37704879
5/24/00,63.4503,67.5704,61.1238,67.2574,3.9678,6.27%,58481920
5/25/00,67.8919,69.5839,64.7193,65.7769,-1.4805,-2.20%,35026618
5/26/00,65.7769,67.0459,64.0848,65.7769,0,0.00%,21516653
5/30/00,67.6804,72.7056,67.6804,72.3842,6.6073,10.05%,37340670
5/31/00,71.462,73.3232,70.0069,70.3199,-2.0643,-2.85%,35077117
6/1/00,72.0711,74.7614,71.0644,73.9154,3.5955,5.11%,34271103
6/2/00,78.3569,79.4737,69.7954,79.203,5.2876,7.15%,37443270
6/5/00,78.0439,80.6327,77.7224,79.406,0.203,0.26%,28113675
6/6/00,78.8392,80.3704,76.8764,77.1979,-2.2081,-2.78%,27423617
6/7/00,77.4602,79.5244,75.7682,79.2622,2.0643,2.67%,26624432
6/8/00,80.049,80.2605,77.5109,78.8899,-0.3723,-0.47%,22829434
6/9/00,80.1589,80.1589,78.6784,79.3129,0.423,0.54%,20111719
6/12/00,79.7867,79.7867,76.1404,76.7749,-2.538,-3.20%,19485359
6/13/00,76.5634,80.049,75.599,79.7359,2.961,3.86%,29772783
6/14/00,80.2605,80.2605,77.4094,77.9339,-1.802,-2.26%,23965014
6/15/00,77.7224,79.4145,76.8764,79.3129,1.379,1.77%,22231330
6/16/00,80.1589,80.6327,78.7292,79.7359,0.423,0.53%,25062994
6/19/00,79.5413,83.12,78.4162,82.9085,3.1726,3.98%,23690755
6/20/00,83.12,84.3382,82.2232,82.587,-0.3215,-0.39%,24808722
6/21/00,81.9017,84.3636,81.8002,83.6445,1.0575,1.28%,24681419
6/22/00,83.433,83.7545,79.9474,80.5819,-3.0626,-3.66%,25445145
6/23/00,80.3704,80.7934,77.2994,77.4094,-3.1725,-3.94%,29418404
6/26/00,78.7292,79.8797,77.8324,79.5244,2.115,2.73%,26204596
6/27/00,79.3298,80.4212,78.1454,78.5684,-0.956,-1.20%,17477457
6/28/00,78.6615,80.7934,78.2554,79.5244,0.956,1.22%,22765607
6/29/00,78.6277,78.9915,76.6649,77.5279,-1.9965,-2.51%,25243112
6/30/00,77.6717,79.4821,77.2487,79.0507,1.5228,1.96%,17911362
7/3/00,79.1014,80.5819,78.8899,80.5819,1.5312,1.94%,6160725
7/5/00,79.203,79.499,76.8764,77.4602,-3.1217,-3.87%,19490432
7/6/00,77.4602,80.1589,76.1912,79.5244,2.0642,2.66%,27889576
7/7/00,80.3704,82.0624,79.8967,81.1657,1.6413,2.06%,19625421
7/10/00,80.1082,81.1065,79.5244,79.9305,-1.2352,-1.52%,14963752
7/11/00,79.5752,81.0049,78.5177,80.3704,0.4399,0.55%,16991167
7/12/00,80.7427,82.6969,80.049,82.2739,1.9035,2.37%,21575071
7/13/00,82.8577,84.389,82.164,83.3315,1.0576,1.29%,23128348
7/14/00,84.812,85.548,83.5937,85.125,1.7935,2.15%,20353786
7/17/00,85.3957,86.3432,84.4905,86.081,0.956,1.12%,15532415
7/18/00,84.9135,85.2603,83.213,84.1775,-1.9035,-2.21%,24449027
7/19/00,83.1707,83.7037,80.9288,82.2739,-1.9036,-2.26%,25801883
7/20/00,82.7985,85.0235,82.2909,84.9135,2.6396,3.21%,23074574
7/21/00,83.2807,84.1944,82.0624,82.0624,-2.8511,-3.36%,17034668
7/24/00,82.8577,83.7545,79.7359,80.3704,-1.692,-2.06%,21961120
7/25/00,80.895,82.0624,79.3637,81.0049,0.6345,0.79%,22536177
7/26/00,80.7934,81.318,78.8899,80.895,-0.1099,-0.14%,24017234
7/27/00,79.4737,80.4212,77.4602,77.7224,-3.1726,-3.92%,30900325
7/28/00,77.9932,78.5684,72.7564,73.4924,-4.23,-5.44%,43126965
7/31/00,74.1269,76.2419,72.5195,75.6667,2.1743,2.96%,32635616
8/1/00,75.9797,76.1235,74.1861,74.6599,-1.0068,-1.33%,18619050
8/2/00,74.3384,76.4704,73.1794,73.3401,-1.3198,-1.77%,27870075
8/3/00,71.2759,77.1979,70.4806,76.5127,3.1726,4.33%,42404826
8/4/00,77.8324,78.4838,75.3959,76.2419,-0.2708,-0.35%,26339587
8/7/00,76.8764,78.7038,76.3519,78.0439,1.802,2.36%,17852509
8/8/00,77.8832,79.7359,77.4094,79.626,1.5821,2.03%,17532164
8/9/00,79.2622,79.8967,77.2994,77.5109,-2.1151,-2.66%,22044573
8/10/00,77.6717,78.027,75.7174,75.9797,-1.5312,-1.98%,18127791
8/11/00,75.5059,77.0795,74.3384,77.0372,1.0575,1.39%,24882362
8/14/00,77.2994,78.6784,76.3096,78.6784,1.6412,2.13%,14821792
8/15/00,78.4669,79.5075,77.8324,78.6784,0,0.00%,16655117
8/16/00,79.0507,80.1082,77.8324,79.4737,0.7953,1.01%,18020344
8/17/00,78.6277,81.1065,78.5684,81.0049,1.5312,1.93%,17130413
8/18/00,81.1657,81.741,80.1082,80.5819,-0.423,-0.52%,17383719
8/21/00,81.2164,81.944,79.8375,80.7934,0.2115,0.26%,16028407
8/22/00,81.2164,82.367,80.5988,80.7934,0,0.00%,17586436
8/23/00,80.1082,82.4347,79.3806,82.1132,1.3198,1.63%,25291118
8/24/00,82.4347,83.4922,81.2672,83.3822,1.269,1.55%,16037385
8/25/00,83.3145,84.5582,82.0624,82.9338,-0.4484,-0.54%,13906194
8/28/00,83.12,84.4651,82.8577,83.3315,0.3977,0.48%,14555705
8/29/00,83.433,83.8983,82.79,83.7545,0.423,0.51%,13194719
8/30/00,83.1707,84.1775,82.7139,83.6445,-0.11,-0.13%,12464822
8/31/00,84.279,86.2925,83.6445,85.971,2.3265,2.78%,18426257
9/1/00,87.1385,87.5784,85.6072,86.817,0.846,0.98%,16633359
9/5/00,85.971,86.081,84.1098,84.1775,-2.6395,-3.04%,19324117
9/6/00,83.966,84.1605,80.7934,81.2164,-2.9611,-3.52%,24781083
9/7/00,81.9017,84.1098,81.6902,83.01,1.7936,2.21%,19704022
9/8/00,82.7139,82.9085,80.1759,80.472,-2.538,-3.06%,27748297
9/11/00,79.9474,81.318,77.8324,78.5177,-1.9543,-2.43%,32224523
9/12/00,79.1014,80.1082,76.8511,77.2994,-1.2183,-1.55%,28671255
9/13/00,76.3519,79.4145,76.1404,79.1014,1.802,2.33%,40298967
9/14/00,80.5819,81.1657,78.3739,78.6784,-0.423,-0.53%,33824060
9/15/00,78.7799,79.203,76.7242,77.2487,-1.4297,-1.82%,29544274
9/18/00,77.6717,78.6784,74.4484,76.0304,-1.2183,-1.58%,34537062
9/19/00,76.7749,79.3383,76.0304,78.8392,2.8088,3.69%,32586924
9/20/00,78.9915,80.565,77.2487,80.049,1.2098,1.53%,39152484
9/21/00,79.3129,79.9305,73.6024,74.2369,-5.8121,-7.26%,29587783
9/22/00,74.1269,78.8899,74.0254,78.6277,4.3908,5.91%,39846222
9/25/00,79.203,79.7359,76.1404,76.538,-2.0897,-2.66%,24303424
9/26/00,76.7918,78.2554,75.2267,75.6667,-0.8713,-1.14%,30745911
9/27/00,76.6649,77.1472,74.4484,75.7682,0.1015,0.13%,33667531
9/28/00,75.0575,78.6784,75.0575,77.4602,1.692,2.23%,34337867
9/29/00,77.8324,78.2131,75.0321,75.0829,-2.3773,-3.07%,32149708
10/2/00,76.3519,76.3519,72.7564,73.3909,-1.692,-2.25%,29513079
10/3/00,74.4992,75.1337,70.4468,71.0644,-2.3265,-3.17%,42235223
10/4/00,70.6414,73.484,69.4739,72.4349,1.3705,1.93%,44529437
10/5/00,72.1219,73.7631,71.5381,72.6464,0.2115,0.29%,27710376
10/6/00,72.3842,73.2302,68.7379,70.2184,-2.428,-3.34%,42949875
10/9/00,69.8461,70.9036,67.1474,69.8969,-0.3215,-0.46%,34083269
10/10/00,69.2116,70.4806,65.8784,66.2506,-3.6463,-5.22%,41705691
10/11/00,65.0324,68.0611,64.3471,65.1931,-1.0575,-1.60%,57284095
10/12/00,67.0459,67.3081,62.9512,63.5519,-1.6412,-2.52%,62911685
10/13/00,63.1881,69.0509,63.1289,68.7379,5.186,8.16%,50129970
10/16/00,68.6279,69.6346,67.4689,69.3724,0.6345,0.92%,32676998
10/17/00,70.3199,70.3622,65.9884,66.1999,-3.1725,-4.57%,61585210
10/18/00,64.9309,68.6871,63.0781,65.9884,-0.2115,-0.32%,76068568
10/19/00,69.7023,72.0035,68.8986,71.9611,5.9727,9.05%,52338878
10/20/00,71.4874,74.3384,71.3943,73.0187,1.0576,1.47%,48099235
10/23/00,72.9171,74.0254,71.1659,72.9171,-0.1016,-0.14%,34266025
10/24/00,73.1286,73.6024,69.6854,69.7954,-3.1217,-4.28%,37193876
10/25/00,68.7379,69.3724,65.0493,65.8784,-3.917,-5.61%,57488319
10/26/00,66.1491,67.6804,62.2829,67.5704,1.692,2.57%,82731569
10/27/00,68.4079,69.2539,65.5484,67.4435,-0.1269,-0.19%,60338197
10/30/00,66.1491,67.5704,64.0425,64.9478,-2.4957,-3.70%,41958028
10/31/00,65.9884,69.8461,65.8784,69.1186,4.1708,6.42%,51848162
11/1/00,67.9426,70.0576,66.9951,68.5264,-0.5922,-0.86%,53411508
11/2/00,69.5331,70.4299,68.5771,69.3724,0.846,1.23%,31435163
11/3/00,70.1084,71.0136,69.0678,70.2691,0.8967,1.29%,35268269
11/6/00,70.7429,71.1659,69.3724,69.7446,-0.5245,-0.75%,27760851
11/7/00,68.8986,69.77,67.8919,69.4739,-0.2707,-0.39%,28763909
11/8/00,69.4739,69.5839,63.9749,64.0425,-5.4314,-7.82%,47680858
11/9/00,63.2388,65.0916,61.7583,64.0341,-0.0084,-0.01%,76779590
11/10/00,62.8158,64.0341,60.7008,60.7008,-3.3333,-5.21%,58197701
11/13/00,60.024,62.7651,57.7567,60.7939,0.0931,0.15%,88679651
11/14/00,61.7583,64.2964,61.5468,64.161,3.3671,5.54%,52989651
11/15/00,63.9241,66.0391,63.2811,65.4554,1.2944,2.02%,44634375
11/16/00,63.7634,65.1424,61.6484,61.6484,-3.807,-5.82%,40069138
11/17/00,61.9191,63.6111,60.0663,61.6145,-0.0339,-0.05%,58999462
11/20/00,60.0156,60.9631,58.5858,59.1019,-2.5126,-4.08%,55392471
11/21/00,59.3811,60.1678,57.9006,59.0088,-0.0931,-0.16%,49797146
11/22/00,57.9006,59.3218,56.2593,56.3608,-2.648,-4.49%,66930756
11/24/00,57.8413,59.7448,57.6721,59.5926,3.2318,5.73%,23626217
11/27/00,61.3861,61.7076,58.1628,58.8481,-0.7445,-1.25%,41863351
11/28/00,58.3236,59.1696,55.2526,55.371,-3.4771,-5.91%,57697915
11/29/00,55.6756,56.4708,52.8753,53.2475,-2.1235,-3.84%,78237559
11/30/00,52.2408,54.3558,51.1833,53.2814,0.0339,0.06%,88406798
12/1/00,54.1951,56.4877,52.5623,54.1443,0.8629,1.62%,67508493
12/4/00,54.2458,55.2949,52.2408,54.9903,0.846,1.56%,58044953
12/5/00,55.8871,60.0663,55.4133,59.8041,4.8138,8.75%,90462579
12/6/00,59.7195,61.1661,57.3168,57.5283,-2.2758,-3.81%,74883888
12/7/00,56.6823,58.3574,55.4133,56.2593,-1.269,-2.21%,49031772
12/8/00,60.1425,62.1813,57.2068,57.5283,1.269,2.26%,77844632
12/11/00,60.9631,63.2642,60.024,62.9174,5.3891,9.37%,61264169
12/12/00,62.1813,62.4944,60.3286,60.6247,-2.2927,-3.64%,36707242
12/13/00,62.1306,62.1813,57.7906,58.1459,-2.4788,-4.09%,61065385
12/14/00,57.9682,58.9581,55.2018,55.3033,-2.8426,-4.89%,49128242
12/15/00,54.3558,55.5148,52.926,54.0428,-1.2605,-2.28%,69770391
12/18/00,55.1257,55.8109,52.926,54.1443,0.1015,0.19%,50768041
12/19/00,53.679,55.7179,49.7028,50.0243,-4.12,-7.61%,95140296
12/20/00,48.4845,49.3897,46.3188,47.1478,-2.8765,-5.75%,96254984
12/21/00,46.5472,49.7028,45.8957,47.427,0.2792,0.59%,101507299
12/22/00,48.7552,51.3948,48.6453,51.1833,3.7563,7.92%,67659178
12/26/00,51.2594,52.3846,49.0683,51.5048,0.3215,0.63%,43832828
12/27/00,50.498,52.613,49.8635,52.08,0.5752,1.12%,40136340
12/28/00,51.4202,52.8584,50.9718,51.9785,-0.1015,-0.19%,36639178
12/29/00,52.08,52.6469,49.0683,49.3897,-2.5888,-4.98%,58145129
1/2/01,49.542,49.652,44.3645,45.2105,-4.1792,-8.46%,73893310
1/3/01,44.153,55.2018,44.1276,52.8245,7.614,16.84%,139686889
1/4/01,52.1393,53.8313,50.9549,51.8685,-0.956,-1.81%,69107720
1/5/01,51.8685,51.8685,47.3763,47.9092,-3.9593,-7.63%,81302230
1/8/01,47.6385,48.6453,45.2782,48.4338,0.5246,1.09%,65692855
1/9/01,48.8568,50.0243,47.9092,48.4338,0,0.00%,63024316
1/10/01,47.4862,51.0818,47.1648,50.921,2.4872,5.14%,87775324
1/11/01,50.1427,53.882,50.075,52.4015,1.4805,2.91%,77365689
1/12/01,53.0868,54.6688,52.0293,53.0699,0.6684,1.28%,71859966
1/16/01,52.926,53.2306,51.234,52.4354,-0.6345,-1.20%,38065136
1/17/01,54.5673,55.5064,53.4167,54.0428,1.6074,3.07%,72563162
1/18/01,54.2458,56.4708,53.036,56.3101,2.2673,4.20%,64934236
1/19/01,57.6468,57.7906,55.4641,56.0986,-0.2115,-0.38%,66539192
1/22/01,55.7263,56.6823,54.7788,56.1493,0.0507,0.09%,42289507
1/23/01,55.7602,57.8752,55.2526,57.3337,1.1844,2.11%,58935288
1/24/01,57.5791,58.4758,56.4708,56.7838,-0.5499,-0.96%,63717658
1/25/01,56.5723,57.2491,54.4742,54.5673,-2.2165,-3.90%,67555068
1/26/01,53.7721,55.7855,53.2983,55.4556,0.8883,1.63%,53996635
1/29/01,54.7788,56.8938,54.3558,56.6823,1.2267,2.21%,37250512
1/30/01,56.8092,57.3083,55.8363,56.4708,-0.2115,-0.37%,50164392
1/31/01,56.8938,57.5199,54.3981,54.3981,-2.0727,-3.67%,70120418
2/1/01,54.6096,55.5064,53.8059,55.1172,0.7191,1.32%,53359757
2/2/01,54.9395,55.2441,50.7603,52.0716,-3.0456,-5.53%,56111969
2/5/01,51.767,52.3677,50.8618,52.0293,-0.0423,-0.08%,42572211
2/6/01,52.0208,53.3998,51.7416,52.1139,0.0846,0.16%,50138837
2/7/01,51.1917,51.7755,49.559,51.2679,-0.846,-1.62%,73252761
2/8/01,51.5217,52.0293,49.559,49.7366,-1.5313,-2.99%,57055848
2/9/01,49.2798,49.5759,47.3763,47.7147,-2.0219,-4.07%,65466730
2/12/01,47.5878,49.0175,47.0548,48.2899,0.5752,1.21%,59740152
2/13/01,48.7722,50.0665,46.5133,46.7418,-1.5481,-3.21%,69637853
2/14/01,46.8687,48.8568,45.7858,48.603,1.8612,3.98%,74524599
2/15/01,49.7451,51.1748,49.3221,49.4067,0.8037,1.65%,80142890
2/16/01,47.3424,48.1123,46.1326,46.6402,-2.7665,-5.60%,78935442
2/20/01,47.1563,47.2409,44.246,44.8298,-1.8104,-3.88%,65364161
2/21/01,43.6115,45.7435,43.0785,43.5692,-1.2606,-2.81%,85518522
2/22/01,43.5269,44.1276,41.3612,43.1462,-0.423,-0.97%,122760080
2/23/01,42.3764,43.6538,40.8028,43.2985,0.1523,0.35%,110327926
2/26/01,44.0599,44.4998,42.5117,44.1191,0.8206,1.90%,92603253
2/27/01,43.6031,44.0599,41.3696,41.4542,-2.6649,-6.04%,78890519
2/28/01,41.8349,42.4779,39.6438,40.1429,-1.3113,-3.16%,120788889
3/1/01,39.7368,41.6234,38.7047,41.285,1.1421,2.85%,120298471
3/2/01,39.9314,41.9872,38.6201,39.5084,-1.7766,-4.30%,113388436
3/5/01,40.1852,40.9128,39.8384,40.2275,0.7191,1.82%,51877282
3/6/01,41.708,42.8586,41.5388,41.7926,1.5651,3.89%,71901077
3/7/01,42.6386,42.664,41.4288,41.8095,0.0169,0.04%,65266260
3/8/01,41.7503,42.1395,40.6928,41.0312,-0.7783,-1.86%,57878203
3/9/01,39.9737,40.0752,38.0279,38.1548,-2.8764,-7.01%,94551388
3/12/01,37.2242,38.0279,35.363,35.786,-2.3688,-6.21%,95358807
3/13/01,36.1921,37.8502,35.6422,37.6049,1.8189,5.08%,94590987
3/14/01,36.1244,38.2309,35.7945,37.0127,-0.5922,-1.57%,114881177
3/15/01,38.2394,38.3325,35.5745,35.6591,-1.3536,-3.66%,87630129
3/16/01,35.4307,36.209,34.3139,34.8554,-0.8037,-2.25%,91943325
3/19/01,35.0584,36.5982,34.4747,36.5982,1.7428,5.00%,62940713
3/20/01,36.7504,37.0635,34.0094,34.1363,-2.4619,-6.73%,123871851
3/21/01,34.2801,35.363,33.5948,34.1363,0,0.00%,113711749
3/22/01,34.3478,36.209,33.4087,36.209,2.0727,6.07%,153909430
3/23/01,36.8435,37.0804,35.1092,36.209,0,0.00%,112620537
3/26/01,36.7758,36.8012,35.1515,35.3715,-0.8375,-2.31%,68162899
3/27/01,35.363,36.9873,35.0415,36.5897,1.2182,3.44%,82677206
3/28/01,35.4476,35.7014,33.5695,33.5864,-3.0033,-8.21%,92036691
3/29/01,33.3157,34.3562,32.4866,32.9519,-0.6345,-1.89%,94153925
3/30/01,33.248,33.8233,32.1482,33.1211,0.1692,0.51%,75249308
4/2/01,33.138,33.7133,31.556,31.6406,-1.4805,-4.47%,82403267
4/3/01,31.4714,31.9367,29.2887,29.3225,-2.3181,-7.33%,105218998
4/4/01,29.3648,30.2954,28.4258,28.8065,-0.516,-1.76%,90394053
4/5/01,30.4562,32.1143,30.2108,31.5644,2.7579,9.57%,102878741
4/6/01,31.2176,31.3868,30.0332,30.4139,-1.1505,-3.64%,101800272
4/9/01,31.1245,31.6321,30.3293,31.3445,0.9306,3.06%,61038263
4/10/01,32.0636,34.2293,31.9621,33.671,2.3265,7.42%,111423807
4/11/01,35.6676,35.9552,34.2209,34.6862,1.0152,3.02%,109726914
4/12/01,34.094,36.209,33.8402,36.209,1.5228,4.39%,94008349
4/16/01,35.4814,35.896,33.8909,34.0517,-2.1573,-5.96%,77103326
4/17/01,33.7979,36.1244,33.7556,34.8977,0.846,2.48%,111931159
4/18/01,36.9873,40.6082,36.5474,38.5355,3.6378,10.42%,152353108
4/19/01,39.0008,41.2427,38.5609,40.862,2.3265,6.04%,130575714
4/20/01,40.7605,41.8265,36.4205,40.9466,0.0846,0.21%,95269150
4/23/01,39.7538,40.3713,37.9771,38.1971,-2.7495,-6.71%,93755540
4/24/01,38.1548,39.2715,37.0127,37.478,-0.7191,-1.88%,105068353
4/25/01,37.1396,38.5609,36.4628,38.1548,0.6768,1.81%,80872382
4/26/01,38.8316,39.1277,37.1142,37.1819,-0.9729,-2.55%,84054158
4/27/01,38.1971,38.4678,37.4272,38.1971,1.0152,2.73%,65697057
4/30/01,39.1277,40.2444,38.324,39.0431,0.846,2.21%,87303464
5/1/01,39.0854,40.6759,38.4086,40.6505,1.6074,4.12%,64418472
5/2/01,41.285,41.7926,40.1852,41.4373,0.7868,1.94%,91685673
5/3/01,40.5236,40.5236,39.0854,39.593,-1.8443,-4.45%,79343450
5/4/01,38.324,40.7774,38.1633,40.7774,1.1844,2.99%,85901943
5/7/01,40.6082,41.1158,39.8468,39.9314,-0.846,-2.07%,53855049
5/8/01,40.862,40.9043,39.7538,40.7774,0.846,2.12%,67340923
5/9/01,39.8045,40.5659,39.2884,39.3815,-1.3959,-3.42%,72085449
5/10/01,40.5405,40.6505,38.6793,38.7216,-0.6599,-1.68%,72257702
5/11/01,38.7809,39.2715,38.1463,38.5355,-0.1861,-0.48%,57636109
5/14/01,38.324,38.3748,36.6743,37.9179,-0.6176,-1.60%,50954842
5/15/01,37.9856,39.17,37.7149,38.1971,0.2792,0.74%,81568841
5/16/01,37.4865,40.2021,37.275,39.8891,1.692,4.43%,94692790
